,0,1,2,3
0,0.000437852897448,0.405593782663,8.12919935811e-08,0.0022166070994
1,0.995431900024,0.00666125677526,3.28524447468e-06,1.0
2,0.999997854233,0.162450760603,3.16039768222e-05,1.0
3,1.0,0.999110400677,0.998811364174,1.0
4,1.0,0.999110162258,0.998811244965,1.0
5,1.0,0.999110162258,0.998811125755,1.0
6,1.0,0.999111235142,0.998812437057,1.0
7,0.405191451311,0.00408779783174,1.50149605815e-06,0.999999046326
8,1.0,0.997398853302,0.159857824445,1.0
9,0.584506511688,0.30072081089,4.23558276452e-06,1.0
10,1.0,0.998094022274,0.29320243001,1.0
11,1.0,0.996398210526,0.00138469762169,1.0
12,0.999996423721,0.404371201992,6.05386630923e-05,1.0
13,0.727922558784,0.00483650807291,2.07835068977e-06,0.999999880791
14,0.00676906201988,0.00381386140361,2.93332220735e-07,0.990805149078
15,0.00103136792313,0.0198438111693,1.19427355116e-07,0.292256325483
