,0,1,2,3
0,1.0,0.0616329833865,0.9998306036,0.235697180033
1,1.0,0.967795312405,0.999999403954,0.925220727921
2,1.0,0.605417847633,0.999992251396,0.317383646965
3,0.998127520084,4.2914361984e-05,0.0650662109256,3.92880224354e-07
4,1.0,0.072097659111,0.999954938889,5.25877912878e-05
5,0.867355406284,1.00696861409e-05,0.00101156113669,1.69895628233e-07
6,1.0,0.827694773674,0.999997019768,0.102250657976
7,0.99992454052,1.43381457747e-05,0.172629073262,3.26106373905e-07
8,0.709114313126,1.34687479658e-05,0.390058547258,1.77460179884e-07
9,4.05050499808e-08,5.46585579286e-06,0.000738167844247,3.29773222063e-08
10,1.0,0.967797577381,0.999999403954,0.925224602222
11,0.997748434544,1.37412571348e-05,0.28113207221,2.44973733743e-07
12,1.0,0.90982735157,0.999998450279,0.491722494364
13,1.0,0.967788398266,0.999999403954,0.925209283829
14,3.03259434986e-06,1.28536075863e-05,0.304752826691,7.14646120059e-08
15,0.562470376492,7.29688545107e-05,0.099186681211,2.48648666457e-06
0,0.999620556831,0.434268981218,0.000301630643662,1.00546238002e-07
1,1.0,4.74829585073e-06,0.315707176924,0.196579426527
2,0.469373434782,2.34370272665e-05,0.0193751230836,0.000652220158372
3,1.0,0.635260760784,0.929074287415,0.272506952286
4,1.0,0.788311064243,0.173246026039,4.77386322473e-07
5,1.0,8.05284616945e-06,0.17896912992,0.114190228283
6,0.999434173107,3.75576746592e-07,7.94807929196e-05,0.111741267145
7,0.000355320895324,0.320928841829,0.00012696783233,1.43307652252e-05
8,0.000691505614668,0.00143525120802,9.58430537139e-05,7.30250803826e-07
9,1.0,0.00370734091848,0.419228583574,0.000585537985899
10,1.0,0.981671512127,0.938483953476,0.693560540676
11,1.0,0.306856423616,0.999153494835,0.00109781825449
12,1.0,0.679060280323,0.311461985111,0.915569603443
13,1.0,0.154907852411,0.724114477634,0.947209298611
14,1.0,0.00010836974252,0.000907734327484,0.997444629669
15,0.581771790981,0.000161327072419,0.362606227398,0.0823338702321
0,5.43902034522e-09,1.0,0.266001492739,1.0
1,0.349697440863,1.0,0.175715774298,1.0
2,8.06614150473e-11,0.0759764164686,0.00558133563027,0.0388112030923
3,9.11730899111e-11,0.918360233307,1.93243358808e-05,0.99988424778
4,4.36840424944e-11,0.00937301386148,3.83798287658e-05,0.799628853798
5,2.34388042308e-09,0.999997258186,0.174733564258,0.999999165535
6,2.62000849034e-05,1.0,0.99756526947,1.0
7,1.47461917677e-10,0.330485224724,0.00147156300955,0.747003674507
8,0.28295981884,1.0,0.0605217441916,1.0
9,1.07075473488e-10,0.0794142261147,0.00128810887691,0.435974001884
10,1.85758033955e-10,0.505815207958,0.00132232776377,0.805011928082
11,0.728088080883,1.0,0.99137455225,1.0
12,2.14493214856e-10,0.83267468214,0.159765526652,0.0189285818487
13,1.50677903488e-09,0.99994456768,0.0819578319788,0.999965429306
14,0.0996589958668,1.0,0.995143651962,1.0
15,0.360626459122,1.0,0.992572367191,1.0
0,1.0,1.0,0.82288223505,0.999191701412
1,0.144223302603,0.999994516373,3.65427076758e-05,0.000632312556263
2,0.000146362610394,0.0024830182083,6.78245896779e-06,0.000757458910812
3,0.000931803311687,0.756472766399,1.38845753099e-05,0.000264444504865
4,0.999998092651,1.0,0.00023944338318,0.186120659113
5,0.999999880791,1.0,0.000629211426713,0.447398066521
6,0.99998319149,1.0,0.291024506092,4.28521815365e-07
7,1.0,1.0,0.492718875408,0.000749085855205
8,0.000868930073921,0.60386878252,1.57480717462e-05,0.00022239536338
9,1.0,1.0,0.198157474399,0.581457018852
10,0.999999403954,1.0,0.000153150613187,0.365991473198
11,0.999094843864,1.0,0.166141942143,4.57945276366e-07
12,0.000660960038658,0.295536577702,1.17495310406e-05,0.000372805370716
13,1.0,1.0,0.99940931797,0.631153166294
14,1.0,1.0,0.998754382133,0.092921897769
15,1.0,1.0,0.302807629108,0.19606025517
0,0.312590956688,0.078899666667,1.11369191647e-09,2.17605474973e-07
1,1.0,0.999999165535,0.130930140615,1.0
2,0.769787549973,0.325104296207,3.70676267458e-09,9.2390808959e-07
3,1.0,0.999999284744,5.55684573555e-06,1.0
4,1.0,0.999999165535,0.482187151909,1.0
5,0.317702144384,0.618611037731,1.09579634255e-09,4.90581619772e-08
6,0.999999880791,0.193729102612,1.00178842999e-08,0.291403472424
7,0.999355614185,0.177946299314,4.66275862365e-09,0.000542453257367
8,1.0,0.999999165535,0.967747867107,1.0
9,1.0,0.999999165535,0.967745006084,1.0
10,1.0,0.999999165535,0.967736721039,1.0
11,1.0,0.454849839211,1.36615909696e-07,0.999752342701
12,1.0,0.13405919075,4.49842644912e-07,0.999629974365
13,1.0,0.0072762016207,6.73235156512e-09,0.714295148849
14,0.999971151352,0.000456341804238,4.10358870795e-06,0.125510111451
15,1.0,0.999999046326,0.336058020592,1.0
