,0,1,2
0,0.285341620445,0.999826014042,0.999826014042
1,0.000246020703344,0.480361014605,0.480361014605
2,0.716495513916,4.05758737543e-06,4.05758737543e-06
3,0.30742123723,0.0360675193369,0.0360675193369
4,0.999996185303,0.257082492113,0.257082492113
5,0.917106568813,0.0844378098845,0.0844378098845
6,0.000338308571372,0.390517890453,0.390517890453
7,0.000271784869255,0.467865794897,0.467865794897
8,0.0460051298141,0.196821913123,0.196821913123
9,0.525665163994,0.00158928858582,0.00158928858582
10,0.000242962822085,0.485504627228,0.485504627228
11,0.302822291851,0.037360150367,0.037360150367
12,0.999995350838,0.70799434185,0.70799434185
13,0.197069004178,0.0913189128041,0.0913189128041
14,0.714580714703,0.999975919724,0.999975919724
15,2.795074397e-05,0.802401065826,0.802401065826
