,0,1,2,3,4
0,0.999996304512,0.466294229031,0.466294229031,3.40095562024e-06,0.999975919724
1,0.0545216985047,4.33716331827e-06,4.33716331827e-06,0.288765847683,0.000782792922109
2,0.150592148304,1.57560089065e-06,1.57560089065e-06,0.999997377396,0.331258267164
3,0.999997973442,0.999990820885,0.999990820885,0.999999642372,0.999925971031
4,0.236431062222,3.0354674891e-05,3.0354674891e-05,0.49736264348,0.943800806999
5,0.999996542931,0.373870581388,0.373870581388,2.23509123316e-05,1.53773896727e-07
6,6.10786519246e-05,0.439897686243,0.439897686243,0.999999403954,0.999999046326
7,0.623939335346,6.56643032926e-06,6.56643032926e-06,1.83966540135e-06,0.405180007219
8,6.22243533144e-05,0.378803163767,0.378803163767,1.89549518836e-05,0.8000690341
9,0.0001536502823,0.485362976789,0.485362976789,0.999953985214,3.64413313036e-06
10,0.999996781349,6.33933595964e-05,6.33933595964e-05,0.999967098236,0.999993443489
11,0.165358036757,0.999939441681,0.999939441681,0.281707912683,0.999998807907
12,0.999987840652,0.000249514967436,0.000249514967436,0.999999880791,8.06555135568e-07
13,0.999999523163,0.892213106155,0.892213106155,0.651267945766,7.80374830356e-06
14,0.163125365973,0.67615801096,0.67615801096,0.000894566590432,3.90225977753e-06
15,0.999999761581,0.998661279678,0.998661279678,1.06260304165e-05,0.527402043343
