,0,1,2,3,4
0,0.00280127581209,0.999930739403,1.1985537185e-06,0.408097535372,4.1485462134e-05
1,0.900350391865,9.38134144235e-06,0.0230029802769,0.999804198742,0.999983310699
2,0.913240492344,2.59707007899e-06,0.999930739403,0.00353830773383,0.999990820885
3,0.734815657139,0.999929308891,0.999756634235,3.54608857833e-07,2.41717134486e-05
4,1.55320722115e-05,0.980118632317,0.999903321266,0.0708776414394,0.999978303909
5,7.79435431468e-05,7.59757449487e-06,0.582848787308,0.000209034304135,0.107771545649
6,1.73279422597e-05,3.06500041916e-05,0.847944557667,0.85883051157,0.999991893768
7,0.221592366695,0.999939441681,1.12710392841e-06,1.1948344536e-06,0.998919248581
8,0.950185477734,7.08654624759e-07,0.999781191349,0.99988257885,0.0847931727767
9,0.998786151409,0.999610483646,0.0152976475656,0.00034411100205,0.280812770128
10,0.999955892563,0.0025602132082,0.371121644974,1.97023678083e-06,0.000120653086924
11,4.19845900979e-06,0.0258369054645,0.125374466181,0.73862695694,0.0178327448666
12,0.999952316284,0.247065588832,1.54685699272e-06,6.34915977571e-07,0.999858021736
13,4.58814429294e-06,0.843789219856,5.83602341067e-05,0.999834299088,0.999987006187
14,0.999931454659,0.722939789295,9.17555155411e-07,0.999615192413,2.68584972218e-05
15,9.21048865621e-07,0.958825409412,0.999956727028,0.999699354172,0.0876431539655
0,0.999779164791,6.07551874054e-06,0.999988555908,0.999987840652,0.830481052399
1,0.999391555786,0.270031511784,1.02765297925e-05,0.999859452248,0.999955773354
2,3.4381642422e-07,0.000195859291125,0.0188641492277,0.45744997263,2.64346199401e-05
3,0.672646164894,0.000857979583088,0.0316497422755,5.78279577894e-05,0.999660611153
4,0.999675393105,0.999991893768,0.80788230896,6.06365210842e-06,0.0493030846119
5,2.77691697192e-07,0.999982476234,0.999936819077,0.23021376133,0.0829708203673
6,0.998521745205,0.999935030937,0.999961614609,0.99997985363,2.3886168492e-06
7,0.000219716515858,0.999045431614,0.314818292856,0.999889850616,0.166805937886
8,9.79224523689e-07,0.199783697724,0.616163849831,0.999984502792,0.9999781847
9,0.948278605938,0.0086934287101,0.000238879219978,0.226421877742,7.97654502094e-05
10,6.42279792373e-06,0.0289958752692,0.999971747398,0.222849458456,0.482237279415
11,0.999282538891,0.999988436699,1.04126984297e-05,0.671553909779,5.60047647014e-06
12,1.43517581819e-06,0.999957203865,0.899297356606,6.62456159262e-06,0.999980926514
13,0.0315818041563,0.999983549118,1.71261326614e-05,0.663307547569,0.999973893166
14,0.999768674374,0.122021481395,0.999979019165,5.02331704411e-06,0.809835016727
15,0.997772872448,0.999977350235,0.000102447062091,1.16968840302e-05,0.999746143818
0,0.999936103821,0.999977946281,0.999966979027,6.8471827035e-06,3.1068914268e-06
1,0.999993085861,5.25402720086e-05,0.99994969368,5.35088793185e-06,0.983548998833
2,0.000136703281896,0.00478287879378,0.00264606880955,0.314662277699,5.98319229539e-06
3,0.154134884477,0.137639075518,0.999287188053,2.24729756155e-05,5.19754803463e-06
