,0,1,2,3,4
0,0.0384942889214,0.0384942889214,0.0384942889214,0.0384942889214,0.734305918217
1,0.112670972943,0.112670972943,0.112670972943,0.112670972943,0.862650573254
2,0.679909586906,0.679909586906,0.679909586906,0.679909586906,0.99998998642
3,0.885057270527,0.885057270527,0.885057270527,0.885057270527,0.875868916512
4,0.998389005661,0.998389005661,0.998389005661,0.998389005661,0.264274567366
5,0.615129113197,0.615129113197,0.615129113197,0.615129113197,0.999989748001
6,2.87798275167e-06,2.87798275167e-06,2.87798275167e-06,2.87798275167e-06,0.53028512001
7,0.999909758568,0.999909758568,0.999909758568,0.999909758568,0.62719219923
8,0.307792574167,0.307792574167,0.307792574167,0.307792574167,0.999989390373
9,0.995164036751,0.995164036751,0.995164036751,0.995164036751,0.251998990774
10,0.22223290801,0.22223290801,0.22223290801,0.22223290801,0.974386096001
11,0.00873908679932,0.00873908679932,0.00873908679932,0.00873908679932,0.28395947814
12,0.999982714653,0.999982714653,0.999982714653,0.999982714653,0.626584589481
13,0.277137041092,0.277137041092,0.277137041092,0.277137041092,1.5023524611e-06
14,0.0930804088712,0.0930804088712,0.0930804088712,0.0930804088712,0.0883860215545
15,0.727837622166,0.727837622166,0.727837622166,0.727837622166,2.08237224797e-06
