,0,1,2,3,4,5,6,7
0,0.186920970678,0.0321248210967,0.998409450054,0.540786147118,0.999733388424,0.324988901615,0.0628823488951,0.991937160492
1,0.999927163124,6.80508355799e-06,0.99995136261,0.999882936478,0.999938249588,0.999933362007,7.47842295823e-06,0.99999332428
2,0.796754181385,0.0980233624578,0.972765266895,0.805226325989,0.995042681694,0.683424770832,0.23694935441,0.996489167213
3,0.0107124084607,0.960523843765,0.574837207794,0.0191740747541,0.662612080574,0.43602848053,0.996604323387,0.465382099152
4,0.998565137386,0.967138826847,0.999707400799,0.9997574687,0.998924791813,0.985411405563,0.982944786549,0.999971866608
5,0.00306360609829,0.95451182127,0.659433245659,0.00427559111267,0.720811188221,0.150114893913,0.997753798962,0.0341191366315
6,0.999485015869,0.0860127359629,0.996570110321,0.999205172062,0.984377384186,0.998756885529,0.623065769672,0.999961614609
7,0.00820708833635,0.98389685154,0.866773605347,0.103515081108,0.908277273178,0.0312977321446,0.997715353966,0.594882428646
8,0.02349174954,0.998994171619,0.201586350799,0.0396320521832,0.844844996929,0.0142566077411,0.999479353428,0.743192315102
9,1.77972162874e-06,0.999983072281,1.40497413668e-05,2.41335737883e-06,1.60515355674e-05,3.76999946639e-06,0.999987721443,1.03354013845e-05
10,0.999935030937,6.14766167928e-06,0.999956130981,0.999895215034,0.999944329262,0.999940037727,6.70278268444e-06,0.999993920326
11,0.00711575290188,0.996512830257,0.61268979311,0.128520652652,0.856785356998,0.00868549756706,0.999163269997,0.65745639801
12,0.996258974075,0.0785974785686,0.987995684147,0.993714749813,0.988923847675,0.985636472702,0.303476899862,0.999877214432
13,0.999902844429,8.88967315404e-06,0.999938130379,0.999847054482,0.999922633171,0.999911665916,9.83092013485e-06,0.999991774559
14,0.000164762110217,0.999881267548,1.82469339052e-05,7.66128359828e-05,1.92531297216e-05,7.87592671259e-06,0.999922990799,0.697922050953
15,0.0169374477118,0.481006890535,0.285855740309,0.100499220192,0.457039237022,0.0265476480126,0.989150881767,0.384024769068
0,0.265092164278,0.0190655551851,0.997289061546,0.024257844314,0.877780556679,0.583255052567,0.00599572155625,0.94468742609
1,0.982963562012,0.99147850275,0.0349369049072,0.758376955986,0.99833637476,0.0960127189755,0.469845801592,0.0934307575226
2,0.113213941455,0.733809053898,0.411516457796,0.0155312707648,0.99977940321,0.0151835298166,0.0273441430181,0.0235198438168
3,0.977387964725,0.999926328659,0.000346374115907,0.997292339802,0.437112510204,0.998038351536,0.989954471588,0.998563468456
4,0.637814998627,0.994403481483,0.991588175297,0.935490906239,0.996340513229,0.995637238026,0.953019678593,0.99750071764
5,0.994599699974,0.99920552969,0.181205004454,0.94011670351,0.999939084053,0.0770955085754,0.966202735901,0.074285723269
6,0.99928098917,0.0487224757671,0.0909330323339,0.000176953399205,0.999937415123,0.000196008768398,0.137265384197,0.000299971899949
7,1.41266300488e-05,0.000510716519784,0.999361097813,1.06367879198e-05,0.151215836406,2.11917777051e-05,4.62314619654e-06,2.60963261098e-05
8,0.000217740103835,0.00266887410544,0.997494459152,2.25267485803e-05,0.879476249218,2.74782159977e-05,4.62975913251e-05,3.97404437535e-05
9,0.886196613312,0.993262112141,0.36152151227,0.687522411346,0.999659657478,0.587244510651,0.176693171263,0.672474265099
10,0.980260312557,0.999972939491,0.000543449190445,0.996033608913,0.00317051936872,0.998569369316,0.989549040794,0.996246278286
11,0.353581279516,0.999458611012,0.0121874036267,0.999493122101,0.976708769798,0.999593913555,0.210902586579,0.999700307846
12,0.999740064144,0.99998652935,1.61955795193e-05,0.579601049423,0.000113378511742,0.917798519135,0.999667406082,0.728355646133
13,0.999476730824,0.999992728233,1.36064991239e-05,0.995868325233,0.000164675264386,0.270738720894,0.999631047249,0.469698369503
14,0.999916195869,0.999981045723,2.5755900424e-05,0.000327202898916,0.041856341064,0.0011364298407,0.999404072762,0.000651464390103
15,0.000247328833211,0.997911632061,0.100884787738,0.0215398613364,0.596242189407,0.00140290905256,0.000273863144685,0.00110655231401
0,0.607845366001,0.999999046326,0.999233722687,0.9998691082,0.999929785728,0.999922633171,0.996017158031,0.999850273132
1,0.840643286705,0.999994277954,4.91521007007e-07,0.999996900558,0.999997615814,0.999996900558,7.95025869138e-07,0.999996781349
2,1.61043359981e-07,0.573649406433,0.999995946884,7.27479209672e-06,1.22156507132e-05,1.91405051737e-05,0.99999165535,5.76717184231e-06
3,0.719819486141,0.999967336655,0.997705280781,0.511177420616,0.0208995584399,0.996255397797,0.998974204063,0.00170820159838
4,0.395780414343,0.997531294823,0.994236528873,0.0082558337599,0.0308232028037,0.0768169462681,0.987382113934,0.00530265923589
5,0.130035728216,0.999978899956,0.995438039303,0.598212778568,0.865555465221,0.996121704578,0.992936909199,0.442878335714
6,1.50685661993e-06,0.999998927116,0.998981177807,0.999222517014,0.999597609043,0.999535679817,0.189152032137,0.999136030674
7,0.000422088400228,0.999987363815,0.99749571085,0.0497745983303,0.138514712453,0.435153275728,0.993312418461,0.040770534426
8,0.999922990799,0.999999403954,4.07450243074e-05,0.99968457222,0.999790251255,0.999915361404,0.000350570568116,0.99955779314
9,4.59912234874e-06,0.971344172955,0.997207820415,0.0232292301953,0.130949884653,0.13210695982,0.993893802166,0.0168771799654
10,0.000808852841146,0.999918341637,0.992935359478,0.043457698077,0.102944128215,0.654654979706,0.98293453455,0.029993109405
11,0.000170910760062,0.999998092651,6.58573344481e-06,0.999980092049,0.999984025955,0.999984145164,7.32554462957e-06,0.999979615211
12,2.80926770735e-09,0.00011826591799,0.982789456844,0.0512814745307,0.0650925412774,0.169515907764,0.968301713467,0.0105781713501
13,0.0169404093176,0.999962210655,0.994134843349,0.413200497627,0.722046792507,0.994382619858,0.981468260288,0.282162874937
14,9.09615991986e-05,0.999998569489,0.319384455681,0.999869823456,0.999938488007,0.999957799911,0.00524756824598,0.999858617783
15,0.000168678016053,0.999997854233,0.130811914802,0.999933362007,0.99996483326,0.99994969368,0.0300064645708,0.999933481216
0,0.830222070217,0.999995350838,1.68648202816e-05,0.999970555305,0.99997985363,0.42285451293,0.991457402706,0.999995231628
1,0.989071130753,0.188944175839,0.999995708466,0.0412255227566,0.262510955334,0.00227898568846,0.999587714672,0.14353838563
2,0.999997854233,1.99029091164e-06,0.999999761581,1.29899021317e-07,5.85434349887e-07,3.05225533737e-08,8.61424632603e-06,1.17810213851e-06
3,0.996975183487,0.0022649760358,0.999969482422,0.000315016164677,0.00148403539788,5.95234232605e-05,0.640364050865,0.00145238288678
4,0.990715622902,0.906127631664,0.999947071075,0.341408908367,0.858828186989,0.0018576142611,0.998063385487,0.757790386677
5,0.927525162697,0.997331023216,0.999670267105,0.485059887171,0.880587637424,0.0666734427214,0.740103185177,0.99307513237
6,0.00417393725365,0.471233904362,0.99998998642,0.0181649792939,0.113070510328,0.998776137829,0.99999332428,0.306073695421
7,0.00128947687335,0.999692440033,0.999930977821,0.798492968082,0.971671283245,0.475578427315,0.999982357025,0.963740110397
8,0.937483906746,0.0101829003543,0.999941110611,0.000601054052822,0.00395984528586,6.01057399763e-05,0.542096853256,0.00541233923286
9,0.00349727785215,0.999930739403,0.145746260881,0.00411084853113,0.983149945736,0.000233170329011,0.999970674515,0.999797403812
10,0.999188244343,0.99261367321,0.999997258186,0.155449002981,0.865690350533,0.00119142071344,0.998125255108,0.971263766289
11,0.133960410953,0.0694897845387,0.999848604202,0.407360583544,0.477129906416,0.656026601791,0.999983429909,0.0445660874248
12,0.975594103336,0.0250394959003,0.999999642372,0.00047558566439,0.00246460339986,5.07046861458e-05,0.41865581274,0.00999206677079
13,0.000600324652623,0.999781787395,0.00969216972589,0.989724397659,0.997958183289,0.889233589172,0.999990701675,0.999584972858
14,4.11085384258e-05,0.9967020154,0.301294177771,0.961304247379,0.985854804516,0.999017715454,0.999994039536,0.994187474251
15,0.983092010021,0.999883770943,0.995178580284,0.999072551727,0.999672055244,0.867118120193,0.99727588892,0.99988257885
0,1.90854043467e-05,2.64077843894e-05,3.53627947334e-05,2.1556572392e-05,0.999920368195,2.7674715966e-05,0.999971866608,0.465176314116
1,0.999696850777,0.99977761507,0.999568164349,0.999756753445,0.338911026716,0.999723613262,0.28878068924,0.999921321869
2,0.0312554724514,0.0424953997135,0.0324009209871,0.0377151817083,0.900387108326,0.0386323556304,0.990530192852,0.305773735046
3,0.999474942684,0.999615550041,0.999012708664,0.999564468861,0.981123387814,0.999486923218,0.857965707779,0.999838829041
4,0.998936831951,0.999377429485,0.998386740685,0.999218225479,0.274066925049,0.999223351479,0.132628798485,0.999953269958
5,0.000135919894092,0.000200798051083,4.08044325013e-05,0.000176913075848,0.999748408794,0.000171837265952,0.999066531658,1.0101089174e-05
6,0.14010027051,0.364658623934,0.57048624754,0.194703042507,0.990695357323,0.323662340641,0.990257263184,0.994830787182
7,0.0331451110542,0.359583169222,0.0724068507552,0.126122891903,0.977584660053,0.200379550457,0.997871398926,0.921403229237
