,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.246215581894,0.000383316451916,0.24627456069,0.208347529173,1.61545892752e-06,0.246347859502,0.00011924374121,0.0246315542608,2.05017227017e-06,1.95063216779e-06,4.95771109854e-06,1.98873640329e-05,5.33945922143e-06,5.06887845404e-05,0.209981307387,0.212258219719
1,2.19982794383e-16,0.190155610442,2.15408882642e-16,2.40466479194e-12,0.0365889519453,2.09542623617e-16,0.157552987337,0.000754553067964,0.0420612841845,0.040679551661,0.00104433123488,0.106339529157,0.00105228181928,0.133202895522,1.72546655783e-12,6.05776975249e-08
2,0.24622182548,0.00038331336691,0.246280774474,0.208351165056,1.61544198818e-06,0.246354088187,0.000119242722576,0.0246316902339,2.05015066967e-06,1.95061352315e-06,4.95769700137e-06,1.9887174858e-05,5.33944376002e-06,5.06882970512e-05,0.209985047579,0.212260842323
3,0.0635960847139,0.000891686824616,0.0634968355298,0.132500737906,2.82570044874e-06,0.0633788257837,0.000277601066045,0.0117078581825,3.71767646357e-06,3.50361324308e-06,3.23294852933e-06,4.53812499472e-05,3.47393211086e-06,0.000117426156066,0.129499644041,0.0918937772512
4,3.54635399186e-20,0.113994844258,3.46823550717e-20,3.8945590239e-16,0.235511824489,3.36518592807e-20,0.132732763886,0.00336747802794,0.228782355785,0.23043692112,0.0533422827721,0.157645538449,0.0527469366789,0.145384132862,2.78709838547e-16,4.18582901673e-09
5,0.246231883764,0.000383309525205,0.246290877461,0.208357647061,1.61541743182e-06,0.246364191175,0.00011924134742,0.0246318224818,2.05011929211e-06,1.95058191821e-06,4.95765425512e-06,1.98868910957e-05,5.33940328751e-06,5.06876203872e-05,0.209991678596,0.212264865637
6,1.12173722986e-17,0.160585358739,1.09794470303e-17,1.22829914642e-13,0.0719357058406,1.06711171113e-17,0.148711442947,0.00125655694865,0.0776617377996,0.0762563943863,0.00405111210421,0.12193172425,0.00405501201749,0.137267410755,8.80562509302e-14,2.43658639931e-08
7,1.21534615705e-10,8.61836524564e-05,1.21191792712e-10,9.93741339217e-11,0.000294221536024,1.20472035126e-10,7.26442085579e-05,0.510856866837,0.000237067710259,0.00025173870381,0.0906974896789,6.14505115664e-05,0.0928512811661,6.54316172586e-05,9.96862314917e-11,0.000350173097104
8,4.45994977526e-20,0.115613520145,4.36185681749e-20,4.89798919332e-16,0.225767984986,4.23252971366e-20,0.133354365826,0.00323754479177,0.220061272383,0.221470355988,0.0482903383672,0.156087681651,0.0477717332542,0.145067691803,3.50541911773e-16,4.4896424356e-09
9,4.17297109397e-20,0.115142017603,4.0811433831e-20,4.58278917541e-16,0.228565692902,3.96006385158e-20,0.133173927665,0.00327471736819,0.222567111254,0.224046319723,0.0497074089944,0.156538575888,0.0491674691439,0.145159617066,3.27977271696e-16,4.39927960727e-09
10,1.5008448414e-16,0.0013130690204,1.48360864736e-16,6.36451832128e-15,0.0152486786246,1.45814101362e-16,0.00156897446141,0.172702953219,0.0120815783739,0.0128410244361,0.379333049059,0.00216265628114,0.379379063845,0.00180084025487,5.5417100928e-15,8.01854525889e-07
11,2.29603293681e-18,0.146404460073,2.24681031369e-18,2.51643815513e-14,0.101827926934,2.18270671135e-18,0.144168138504,0.00164887227584,0.106452234089,0.105338990688,0.00832166336477,0.131021901965,0.00830051116645,0.139476016164,1.80314340932e-14,1.49954342277e-08
12,1.53089598218e-16,0.00129939534236,1.51335498863e-16,6.40964103692e-15,0.0151435816661,1.48742228086e-16,0.00155261124019,0.174044147134,0.0119927991182,0.0127482125536,0.380552977324,0.00214060139842,0.380605816841,0.00178215559572,5.58349168699e-15,8.11752329355e-07
13,4.57394730949e-18,0.152433916926,4.47633420695e-18,5.01103912325e-14,0.0876808688045,4.34951583851e-18,0.146127820015,0.00146528717596,0.0929374247789,0.0916602611542,0.00608897348866,0.127003788948,0.00608273223042,0.13851287961,3.59139970638e-14,1.85163600008e-08
14,0.0698075890541,0.000845120172016,0.0697075501084,0.136530146003,2.72703459814e-06,0.0695886537433,0.000263088266365,0.0122776571661,3.57965927833e-06,3.37558685715e-06,3.32194463226e-06,4.30631334893e-05,3.57007934326e-06,0.000111321503937,0.133718386292,0.0972221046686
15,0.128243297338,0.000363829836715,0.128265365958,0.106290079653,1.95688699023e-06,0.128282830119,0.000117379138828,0.0280617531389,2.44283228312e-06,2.33351170209e-06,7.11232723916e-06,2.07718148886e-05,7.6464139056e-06,5.12833212269e-05,0.107198767364,0.174092188478
