,Classes,GI_10047091-S,GI_10047093-S,GI_10047103-S,GI_10047133-A,GI_10092596-S,GI_10092600-S,GI_10092616-S,GI_10092618-S,GI_10092672-S,GI_10190705-S,GI_10190745-S,GI_10257436-S,GI_10337596-S,GI_10346134-S,GI_10440565-S,GI_10442821-S,GI_10518496-S,GI_10518498-S,GI_10518499-S,GI_10518505-A,GI_10518505-I,GI_10567815-I,GI_10800147-S,GI_10800411-S,GI_10800413-S,GI_10800414-S,GI_10800415-S,GI_10800416-S,GI_10800418-S,GI_10801344-S,GI_10834965-S,GI_10834989-A,GI_10835001-S,GI_10835009-S,GI_10835020-S,GI_10835022-S,GI_10835024-S,GI_10835046-S,GI_10835048-S,GI_10835070-S,GI_10835084-S,GI_10835100-S,GI_10835118-S,GI_10835168-S,GI_10835174-S,GI_10835186-S,GI_10835229-S,GI_10862690-S,GI_10862697-S,GI_10863870-S,GI_10863874-S,GI_10863878-S,GI_10863902-S,GI_10863908-S,GI_10863934-S,GI_10863946-S,GI_10863950-S,GI_10863972-S,GI_10863984-S,GI_10863994-S,GI_10863996-S,GI_10864008-I,GI_10864010-S,GI_10864012-S,GI_10864016-S,GI_10864022-S,GI_10864024-S,GI_10864030-S,GI_10864046-S,GI_10864649-S,GI_10880123-A,GI_10938009-A,GI_10938012-S,GI_10938013-S,GI_10938020-S,GI_10938021-S,GI_10947030-S,GI_10947032-S,GI_10947033-S,GI_10947034-S,GI_10947053-A,GI_10947058-S,GI_10947125-S,GI_10947134-S,GI_11024697-S,GI_11024703-S,GI_11034834-I,GI_11034854-S,GI_11036639-S,GI_11037054-S,GI_11037056-S,GI_11037060-A,GI_11037062-S,GI_11037064-S,GI_11038618-S,GI_11038623-S,GI_11038640-A,GI_11038642-A,GI_11038644-I,GI_11038645-S,GI_11038650-S,GI_11038661-S,GI_11038670-S,GI_11055991-S,GI_11056009-S,GI_11056011-S,GI_11056017-S,GI_11056035-S,GI_11056053-S,GI_11063982-S,GI_11072092-I,GI_11072100-S,GI_11079227-S,GI_11096339-S,GI_11119413-S,GI_11119427-S,GI_11125767-S,GI_11125769-S,GI_11140810-S,GI_11141876-S,GI_11141886-S,GI_11141892-S,GI_11141898-S,GI_11184225-S,GI_11277467-I,GI_11277469-A,GI_11321580-S,GI_11321582-S,GI_11321592-S,GI_11321604-S,GI_11321616-S,GI_11321629-S,GI_11345453-S,GI_11345471-S,GI_11345479-S,GI_11345483-S,GI_11345485-S,GI_11386146-S,GI_11386174-A,GI_11386184-S,GI_11386190-S,GI_11386200-S,GI_11415035-S,GI_11496238-S,GI_11496268-S,GI_11496880-S,GI_11496890-S,GI_11496970-A,GI_11496977-S,GI_11496979-S,GI_11496985-S,GI_11496988-S,GI_11496989-S,GI_11496991-S,GI_11496992-S,GI_11497001-S,GI_11497005-A,GI_11497611-A,GI_11545742-S,GI_11545760-S,GI_11545764-S,GI_11545766-S,GI_11545768-S,GI_11545792-S,GI_11545800-S,GI_11545834-S,GI_11545846-I,GI_11545860-S,GI_11545913-S,GI_11545919-S,GI_11559926-S,GI_11560140-S,GI_11612654-S,GI_11612658-S,GI_11641260-S,GI_11641403-S,GI_11641410-A,GI_11641417-S,GI_11641422-A,GI_11761614-A,GI_11761623-A,GI_11761623-I,GI_11863127-A,GI_11863151-S,GI_11863157-S,GI_11863158-S,GI_11863160-A,GI_11967986-S,GI_11968022-S,GI_11968026-S,GI_11968040-S,GI_11968044-S,GI_11968046-S,GI_11968048-S,GI_11968050-S,GI_11968052-S,GI_11993942-S,GI_11995467-S,GI_12025664-S,GI_12025669-S,GI_12025672-A,GI_12056462-S,GI_12056464-S,GI_12056467-A,GI_12056469-S,GI_12056472-S,GI_12056477-S,GI_12056970-S,GI_12225239-S,GI_12232372-S,GI_12232384-S,GI_12232386-S,GI_12232388-S,GI_12232392-S,GI_12232394-S,GI_12232400-S,GI_12232402-S,GI_12232414-S,GI_12232418-S,GI_12232428-S,GI_12232430-S,GI_12232436-S,GI_12232446-S,GI_12232456-S,GI_12232472-S,GI_12232478-S,GI_12383050-S,GI_12383052-S,GI_12383061-S,GI_12383063-S,GI_12383073-S,GI_12383075-S,GI_12408641-S,GI_12408642-S,GI_12408645-S,GI_12408650-S,GI_12408653-S,GI_12408655-S,GI_12408664-A,GI_12408674-S,GI_12408676-S,GI_12545386-S,GI_12545388-S,GI_12545396-I,GI_12545398-S,GI_12545403-S,GI_12545405-A,GI_12548775-S,GI_12597621-S,GI_12597624-S,GI_12597630-S,GI_12597652-S,GI_12597656-S,GI_12597658-S,GI_12621918-S,GI_12669906-S,GI_12669913-S,GI_12669916-S,GI_12707561-I,GI_12707565-S,GI_12707569-S,GI_12707571-A,GI_12751492-S,GI_12751496-S,GI_12957487-S,GI_12963480-S,GI_12965190-S,GI_12965196-S,GI_13027379-S,GI_13027599-S,GI_13027601-S,GI_13027603-S,GI_13027629-S,GI_13027635-S,GI_13027637-S,GI_13027654-A,GI_13112047-A,GI_13112053-S,GI_13123771-S,GI_13124772-S,GI_13124878-A,GI_13124880-A,GI_13124889-S,GI_13128859-S,GI_13128861-S,GI_13128863-S,GI_13128866-S,GI_13128967-S,GI_13128993-S,GI_13128995-S,GI_13128997-S,GI_13129005-S,GI_13129013-S,GI_13129023-S,GI_13129061-S,GI_13129063-S,GI_13129067-S,GI_13129087-S,GI_13129091-S,GI_13129093-S,GI_13129099-S,GI_13129101-S,GI_13129105-S,GI_13129115-S,GI_13129117-A,GI_13129119-S,GI_13129121-S,GI_13129135-S,GI_13129141-S,GI_13129143-S,GI_13162281-S,GI_13186319-A,GI_13194196-S,GI_13236519-S,GI_13236539-S,GI_13236552-S,GI_13236574-S,GI_13236578-S,GI_13236584-S,GI_13236586-S,GI_13236596-S,GI_13259500-A,GI_13259504-S,GI_13259507-A,GI_13259511-A,GI_13259519-S,GI_13259538-S,GI_13259542-A,GI_13259551-A,GI_13324681-S,GI_13325056-S,GI_13325058-S,GI_13325059-S,GI_13325060-S,GI_13325063-S,GI_13325065-S,GI_13325074-S,GI_13375617-S,GI_13375645-S,GI_13375659-S,GI_13375663-S,GI_13375675-S,GI_13375689-S,GI_13375694-S,GI_13375700-S,GI_13375704-S,GI_13375737-S,GI_13375741-S,GI_13375755-S,GI_13375757-S,GI_13375778-S,GI_13375784-S,GI_13375790-S,GI_13375806-S,GI_13375816-S,GI_13375845-S,GI_13375859-S,GI_13375882-S,GI_13375886-S,GI_13375890-A,GI_13375900-S,GI_13375925-S,GI_13375978-S,GI_13375980-S,GI_13375984-S,GI_13375996-S,GI_13376006-S,GI_13376012-S,GI_13376030-A,GI_13376061-S,GI_13376087-S,GI_13376090-S,GI_13376161-S,GI_13376182-S,GI_13376199-S,GI_13376201-S,GI_13376207-S,GI_13376227-S,GI_13376229-S,GI_13376239-S,GI_13376244-S,GI_13376246-S,GI_13376252-S,GI_13376266-S,GI_13376287-S,GI_13376291-S,GI_13376305-S,GI_13376321-S,GI_13376328-S,GI_13376330-S,GI_13376338-S,GI_13376342-S,GI_13376346-S,GI_13376368-S,GI_13376370-S,GI_13376379-S,GI_13376403-S,GI_13376420-S,GI_13376422-S,GI_13376428-S,GI_13376430-S,GI_13376446-S,GI_13376473-S,GI_13376477-S,GI_13376499-S,GI_13376528-S,GI_13376532-S,GI_13376551-S,GI_13376553-S,GI_13376557-S,GI_13376622-S,GI_13376635-S,GI_13376659-S,GI_13376664-S,GI_13376668-S,GI_13376672-S,GI_13376690-S,GI_13376700-S,GI_13376724-S,GI_13376746-S,GI_13376748-S,GI_13376750-S,GI_13376815-S,GI_13376833-S,GI_13376839-S,GI_13376847-S,GI_13376853-S,GI_13376859-S,GI_13376875-S,GI_13376877-S,GI_13376994-S,GI_13376995-S,GI_13377003-S,GI_13384595-S,GI_13384599-S,GI_13384601-S,GI_13385593-S,GI_13386483-S,GI_13386487-S,GI_13386499-A,GI_13399321-S,GI_13430847-S,GI_13430855-S,GI_13430859-S,GI_13430863-A,GI_13430867-S,GI_13430873-S,GI_13430881-A,GI_13435128-S,GI_13435144-S,GI_13435160-A,GI_13435349-A,GI_13435355-S,GI_13435358-S,GI_13435378-S,GI_13435380-S,GI_13435384-S,GI_13442997-S,GI_13443001-S,GI_13443017-S,GI_13443032-A,GI_13449266-S,GI_13470085-S,GI_13470091-S,GI_13489082-S,GI_13489098-S,GI_13491165-S,GI_13491167-S,GI_13514812-I,GI_13514816-A,GI_13514821-A,GI_13514826-S,GI_13514830-S,GI_13518012-A,GI_13518022-S,GI_13518031-S,GI_13518038-A,GI_13518227-S,GI_13540472-S,GI_13540508-S,GI_13540514-S,GI_13540520-S,GI_13540554-S,GI_13540575-S,GI_13540593-S,GI_13540601-S,GI_13540611-S,GI_13569839-S,GI_13569844-S,GI_13569857-S,GI_13569865-S,GI_13569869-S,GI_13569888-S,GI_13569947-S,GI_13569955-S,GI_13654234-A,GI_13654273-S,GI_13654275-S,GI_13654285-S,GI_13676856-S,GI_13677215-A,GI_13699812-I,GI_13699820-S,GI_13699821-S,GI_13699837-S,GI_13699861-S,GI_13699866-S,GI_13775165-S,GI_13775195-S,GI_13775201-S,GI_13775219-S,GI_13775223-S,GI_13775598-S,GI_13775601-A,GI_13775603-S,GI_13786122-S,GI_13787188-A,GI_13787192-S,GI_13787194-S,GI_13787208-S,GI_13787213-I,GI_13787214-I,GI_13899218-S,GI_13899226-S,GI_13899232-S,GI_13899238-S,GI_13899240-S,GI_13899252-S,GI_13899280-S,GI_13899296-S,GI_13899304-S,GI_13899314-S,GI_13899316-S,GI_13899326-S,GI_13899331-S,GI_13899341-S,GI_13904863-S,GI_13904867-S,GI_13904868-S,GI_13904869-S,GI_13929427-S,GI_13929463-A,GI_13929468-S,GI_13929469-S,GI_13929470-S,GI_13929472-S,GI_13937360-S,GI_13994241-S,GI_13994260-S,GI_13994272-S,GI_13994281-S,GI_13994286-S,GI_13994299-S,GI_14042922-S,GI_14042940-S,GI_14042952-S,GI_14042963-S,GI_14042967-S,GI_14042969-S,GI_14042973-S,GI_14043021-S,GI_14043023-S,GI_14043025-S,GI_14043031-A,GI_14043068-S,GI_14043073-A,GI_14110370-S,GI_14110374-A,GI_14110380-I,GI_14110389-A,GI_14110394-S,GI_14110401-A,GI_14110406-A,GI_14110410-I,GI_14110413-A,GI_14110425-S,GI_14110430-A,GI_14141149-S,GI_14141153-A,GI_14141158-A,GI_14141160-A,GI_14141164-S,GI_14141165-A,GI_14141169-S,GI_14141173-S,GI_14141179-S,GI_14141180-S,GI_14141188-S,GI_14141189-S,GI_14141191-S,GI_14141192-S,GI_14141194-S,GI_14149608-S,GI_14149614-S,GI_14149616-S,GI_14149626-S,GI_14149628-S,GI_14149656-S,GI_14149666-S,GI_14149670-S,GI_14149674-S,GI_14149676-S,GI_14149679-S,GI_14149687-S,GI_14149701-S,GI_14149711-S,GI_14149715-S,GI_14149719-S,GI_14149723-S,GI_14149729-S,GI_14149741-S,GI_14149782-S,GI_14149798-S,GI_14149802-S,GI_14149804-S,GI_14149806-S,GI_14149858-S,GI_14149862-A,GI_14149874-S,GI_14149901-S,GI_14149903-I,GI_14149929-S,GI_14149955-S,GI_14149980-S,GI_14149984-S,GI_14149986-S,GI_14149994-S,GI_14150026-S,GI_14150028-S,GI_14150030-S,GI_14150034-S,GI_14150038-S,GI_14150040-S,GI_14150046-S,GI_14150048-S,GI_14150051-S,GI_14150053-S,GI_14150057-S,GI_14150059-S,GI_14150063-S,GI_14150079-S,GI_14150081-S,GI_14150089-S,GI_14150093-S,GI_14150097-S,GI_14150099-S,GI_14150127-S,GI_14150131-S,GI_14150133-S,GI_14150136-S,GI_14150138-S,GI_14150140-S,GI_14150142-S,GI_14150170-S,GI_14150184-S,GI_14150188-S,GI_14150190-S,GI_14165257-S,GI_14165271-S,GI_14165285-S,GI_14165436-A,GI_14165451-A,GI_14165455-A,GI_14165459-A,GI_14165460-I,GI_14165467-S,GI_14165470-S,GI_14165471-S,GI_14192942-S,GI_14195610-S,GI_14195617-A,GI_14195633-S,GI_14210509-S,GI_14211539-S,GI_14211842-S,GI_14211844-S,GI_14211858-S,GI_14211872-S,GI_14211888-S,GI_14211922-S,GI_14249125-S,GI_14249127-S,GI_14249149-S,GI_14249161-S,GI_14249177-S,GI_14249217-S,GI_14249239-S,GI_14249251-S,GI_14249259-S,GI_14249273-S,GI_14249303-S,GI_14249307-S,GI_14249309-S,GI_14249315-S,GI_14249381-S,GI_14249383-S,GI_14249445-S,GI_14249449-S,GI_14249457-S,GI_14249467-I,GI_14249477-S,GI_14249499-S,GI_14249503-S,GI_14249519-S,GI_14249531-S,GI_14249533-S,GI_14249535-S,GI_14249537-S,GI_14249549-S,GI_14249551-S,GI_14249553-S,GI_14249557-S,GI_14249567-S,GI_14249569-S,GI_14249581-S,GI_14249619-S,GI_14249631-S,GI_14249635-S,GI_14249703-S,GI_14249707-A,GI_14251208-S,GI_14251213-S,GI_14270477-I,GI_14277673-S,GI_14277689-S,GI_14277699-S,GI_14456711-S,GI_14456712-S,GI_14574565-A,GI_14574567-I,GI_14574571-S,GI_14577927-S,GI_14589846-S,GI_14589853-A,GI_14589859-I,GI_14589873-A,GI_14589875-A,GI_14589888-S,GI_14589898-S,GI_14589910-A,GI_14589915-I,GI_14589926-S,GI_14589934-I,GI_14589948-S,GI_14589950-S,GI_14589952-S,GI_14589954-S,GI_14589955-S,GI_14591905-S,GI_14591906-S,GI_14591907-S,GI_14591908-S,GI_14591910-S,GI_14591911-S,GI_14591913-S,GI_14591914-S,GI_14591915-S,GI_14591916-S,GI_14591917-S,GI_14591918-S,GI_14591930-S,GI_14591931-S,GI_14591932-S,GI_14591933-S,GI_14591934-S,GI_14600335-S,GI_14602425-S,GI_14602440-A,GI_14602451-S,GI_14670363-I,GI_14670372-A,GI_14670374-S,GI_14670384-S,GI_14670385-S,GI_14670387-A,GI_14670391-A,GI_14670393-I,GI_14670395-A,GI_14702161-A,GI_14702170-I,GI_14702172-A,GI_14702179-A,GI_14702185-A,GI_14717406-S,GI_14719425-S,GI_14719429-S,GI_14734386-S,GI_14758391-S,GI_14769619-S,GI_14790114-A,GI_14790127-A,GI_14790137-S,GI_14790142-S,GI_14790166-A,GI_14790189-S,GI_14861835-A,GI_14916472-S,GI_14916487-I,GI_14916502-A,GI_14916517-S,GI_14916518-S,GI_14917108-S,GI_14917110-S,GI_14917112-S,GI_14971410-A,GI_14971414-S,GI_14971416-S,GI_15011899-A,GI_15011912-S,GI_15011915-A,GI_15011917-S,GI_15011919-S,GI_15011920-S,GI_15011921-S,GI_15011927-A,GI_15011935-S,GI_15011937-S,GI_15011938-S,GI_15011940-A,GI_15011942-S,GI_15011973-S,GI_15011978-A,GI_15022798-S,GI_15022800-A,GI_15055538-S,GI_15055542-S,GI_15100150-S,GI_15147227-S,GI_15147249-S,GI_15147251-S,GI_15147332-S,GI_15149469-S,GI_15150808-S,GI_15193293-S,GI_15208653-S,GI_15208655-A,GI_15431287-S,GI_15431289-S,GI_15431291-S,GI_15431292-S,GI_15431296-A,GI_15431298-S,GI_15431299-S,GI_15431300-S,GI_15431302-S,GI_15431304-A,GI_15431308-S,GI_15451787-S,GI_15451788-S,GI_15451837-A,GI_15451843-I,GI_15451851-A,GI_15451865-A,GI_15451871-S,GI_15451873-I,GI_15451891-S,GI_15451900-S,GI_15451903-S,GI_15451905-S,GI_15451906-S,GI_15451913-S,GI_15451924-S,GI_15451934-I,GI_15451941-S,GI_15529981-S,GI_15553096-S,GI_15559208-S,GI_15619005-S,GI_15718672-S,GI_15718674-S,GI_15718677-S,GI_15718683-S,GI_15718686-S,GI_15718688-A,GI_15718764-I,GI_15718766-A,GI_15721936-S,GI_15743546-S,GI_15812179-S,GI_15812185-I,GI_15812192-S,GI_15812197-S,GI_15812199-A,GI_15812207-S,GI_15812218-S,GI_15812219-S,GI_15812220-S,GI_15834623-S,GI_15890084-A,GI_15967155-A,GI_15967158-A,GI_16117778-A,GI_16117778-I,GI_16117780-I,GI_16117786-A,GI_16117790-S,GI_16117792-S,GI_16117795-A,GI_16157523-S,GI_16159362-S,GI_16262451-S,GI_16306497-A,GI_16306499-A,GI_16306505-S,GI_16306529-S,GI_16306540-S,GI_16306542-A,GI_16306547-S,GI_16306549-S,GI_16306551-S,GI_16306560-S,GI_16306561-S,GI_16306562-S,GI_16306563-S,GI_16306569-S,GI_16306579-S,GI_16306581-S,GI_16306583-S,GI_16306593-I,GI_16332359-A,GI_16357470-I,GI_16357471-A,GI_16357473-S,GI_16357476-S,GI_16357499-S,GI_16418033-S,GI_16418350-S,GI_16418376-S,GI_16418400-S,GI_16418408-S,GI_16418454-S,GI_16445028-S,GI_16445355-S,GI_16445392-S,GI_16445394-S,GI_16445410-A,GI_16445417-S,GI_16445420-A,GI_16445423-S,GI_16445433-S,GI_16445440-S,GI_16506300-S,GI_16506819-S,GI_16507197-S,GI_16507207-S,GI_16507961-I,GI_16507965-S,GI_16507966-S,GI_16507968-S,GI_16554567-A,GI_16554575-S,GI_16554576-S,GI_16554580-S,GI_16554581-S,GI_16554588-A,GI_16554591-A,GI_16554595-A,GI_16554600-S,GI_16554601-S,GI_16554602-S,GI_16554603-S,GI_16554605-S,GI_16554608-I,GI_16554610-S,GI_16554612-S,GI_16554613-S,GI_16554617-S,GI_16554624-A,GI_16554626-I,GI_16579882-S,GI_16579884-S,GI_16579891-A,GI_16596685-S,GI_16596687-S,GI_16604251-S,GI_16753206-S,GI_16753213-S,GI_16753216-A,GI_16753217-S,GI_16753224-S,GI_16753226-S,GI_16753228-S,GI_16753232-S,GI_16904380-S,GI_16905502-A,GI_16905508-A,GI_16905511-S,GI_16905512-S,GI_16905513-S,GI_16905514-S,GI_16905521-A,GI_16905521-I,GI_16905527-A,GI_16915933-A,GI_16933538-A,GI_16933539-S,GI_16933541-I,GI_16933547-A,GI_16933562-S
WGACON1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1
WGACON2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
