,S_euc,D_euc,S/D_euc,S_cos,D_cos,S/D_cos
51,0.90386948205592865,0.60725988059689684,1.488439317228538,0.90222131438758491,0.60315318862675793,1.4958410755346196
52,0.90507005770364546,0.64285246907915472,1.4078969922914051,0.90599932521719251,0.63947007459510319,1.4167970655872351
53,0.91303892486025395,0.60348919256726308,1.5129333484435008,0.92500906065240152,0.61442164604153349,1.5054955609260436
54,0.91674162493517086,0.61172976621697051,1.4986055535672882,0.91871585346781404,0.60698743245711939,1.5135665161118748
55,0.91121267249739102,0.62586963847765631,1.4559144851854346,0.91189648221200736,0.59296714386274807,1.5378533054490464
56,0.91448786161035134,0.59643075111375576,1.5332674579616592,0.90837998314635171,0.61692554608030425,1.4724304884403494
57,0.91168459283272252,0.65543219943770425,1.3909670498563502,0.90978676746975795,0.64688914872445868,1.4064028887540978
58,0.92157729960871981,0.57995235664560152,1.5890569096728047,0.92387874813644666,0.60168435561461941,1.535487402182339
59,0.9289530996370422,0.63710378432912929,1.4580875557272517,0.9204849849636334,0.62468258888426675,1.4735243167377108
60,0.93467096524820648,0.60746244958584505,1.5386481351817634,0.93485546058397362,0.63613338829235999,1.469590305727396
61,0.92613035543738065,0.62108619985763269,1.4911462461244045,0.9265229777764098,0.64368047957874774,1.4394144411257686
62,0.92577997368501708,0.61514272938760584,1.5049840133958188,0.92686349129810774,0.63829983601740159,1.4520816691434011
63,0.9311161921835891,0.65005941287673397,1.4323555258789089,0.93687535876530459,0.60824037230261607,1.5403044609133307
64,0.93910663245416759,0.62440581210979462,1.5040004661087882,0.9381585539206555,0.63769143539197293,1.4711794793731126
65,0.93147233886421277,0.62363249311928892,1.493623807517098,0.93171176985807913,0.63469728805443781,1.4679624245978604
66,0.93060745069898454,0.616623218451265,1.5091994963088393,0.93474568568642591,0.62614331926979228,1.4928621881273529
67,0.95034397627158562,0.65300252535552694,1.4553450245145243,0.94642853088473933,0.6443243974853875,1.4688696168861171
68,0.93906456158939811,0.67522089158088949,1.3907516389055639,0.93352601146529712,0.68815994874987463,1.356553826128881
69,0.94071410624702234,0.65947750365397173,1.4264536713304108,0.93839475787485871,0.6509689601404931,1.4415353347605591
70,0.94904152657412932,0.68064445713263411,1.3943278559443171,0.9374404879434497,0.67573970221494717,1.3872804644609407
71,0.95824907217614796,0.65751425950998232,1.4573814306176274,0.95602727652248709,0.65957031585294823,1.4494698344423891
72,0.93843904196075179,0.67878639341540092,1.3825248282289149,0.94155765076525277,0.67238055395908891,1.4003344463506628
73,0.94582402056594916,0.65492149642381781,1.4441792271754663,0.93868300672365546,0.64872808715569363,1.4469590962821579
74,0.94673444652166228,0.66365470956323702,1.4265467160546861,0.94868088840106135,0.66906849036314897,1.4179129671554966
75,0.94876255953730193,0.69194319746840782,1.3711567120083146,0.94825836174594924,0.69779814004932494,1.3589293340319311
76,0.95013902488015711,0.68496279356240719,1.3871396137279237,0.9474608654005896,0.66933927959701756,1.4155166061239046
77,0.94857317419891696,0.68826670006790558,1.3782058235642216,0.94986207590938543,0.70185719727490559,1.3533551833583899
78,0.94618345418618099,0.67659888146832281,1.3984407602519509,0.94984919887504426,0.67368617819689613,1.4099282865165668
79,0.95652585729134221,0.6843606061822517,1.397692749480981,0.95904114751493785,0.68134380502908254,1.4075730056340676
80,0.95278694984846124,0.68974301861306375,1.3813651231502517,0.95478421439591887,0.70958970733432625,1.3455440581046481
81,0.95659178979025161,0.68228968094449638,1.4020317418050903,0.95454211336707684,0.68309660017594021,1.3973750024831368
82,0.95708270180952371,0.69561485278052182,1.3758801986240787,0.95533125584561296,0.69508717793735975,1.3744049468449639
83,0.95818263299178708,0.69750928067253948,1.3737202637187937,0.95326875245814613,0.69120742645551714,1.3791355763442366
84,0.96290212325199898,0.69136528699058575,1.3927545125144687,0.96210296326380651,0.69773890798760529,1.3788867902446074
85,0.95584403087872583,0.71317108009239427,1.3402731231822977,0.95493123900248522,0.71423774758360881,1.3369935182412083
86,0.96275104457093119,0.7071958314579132,1.3613641395286231,0.95833797418156763,0.69020224464426383,1.3884886373783141
87,0.96935429575019705,0.70008696953920069,1.3846198228603352,0.96954673498792243,0.69313060064571319,1.3987937252874174
88,0.96561818528244092,0.71882278041464365,1.3433327540418747,0.96709614574791236,0.71037059566336391,1.3613966451480315
89,0.96971608155670685,0.68842526339812327,1.4086003711864221,0.96639263182172219,0.7146319175679966,1.3522942483600597
90,0.96277838865659271,0.69451423244891197,1.3862615676884837,0.96307329353127968,0.69585375838566121,1.3840168022740176
91,0.96978971742745634,0.70864627957816806,1.3685102785055723,0.96988677812531499,0.71576470411304272,1.3550357716048234
92,0.96776147882612396,0.70517022570357502,1.3723799496221663,0.96713180746615157,0.69110523137858193,1.399398765274813
93,0.96383381303344617,0.72979898435906065,1.3206839605017051,0.96376932887716871,0.73172333939406387,1.317122574872712
94,0.96595418823696366,0.7115402459286464,1.3575538330601049,0.96497405330397334,0.70732043898518271,1.3642671696133302
95,0.9716716865646926,0.70638204341965394,1.3755611366630294,0.97149394642245812,0.72961148287001709,1.331522281695686
96,0.96695269851509291,0.7216276025193652,1.3399607985327089,0.96578703915487518,0.72691405781776075,1.3286124112859026
97,0.97364379578253346,0.72733281090272772,1.3386496266737882,0.97566640007146299,0.72779461534314493,1.3405793056210644
98,0.9739373253603566,0.73496326424143488,1.3251510282838013,0.97760606026657171,0.73512686713977848,1.3298467298171646
99,0.96697472968520604,0.73415157266868092,1.3171322730675361,0.96926606799044135,0.73824546992688589,1.3129319548502414
100,0.97626643851075512,0.71269444245626068,1.3698246827155107,0.97363893775537635,0.72158382155173062,1.3493081589074623
