,antecedants,consequents,support,confidence,lift
0,"frozenset(['GI_15812218-S', 'GI_15431289-S'])",frozenset(['GI_14790142-S']),0.0795454545455,1.0,9.77777777778
1,"frozenset(['GI_15812218-S', 'GI_14790142-S'])",frozenset(['GI_15431289-S']),0.0852272727273,0.933333333333,9.12592592593
2,"frozenset(['GI_15431289-S', 'GI_14790142-S'])",frozenset(['GI_15812218-S']),0.0795454545455,1.0,9.77777777778
3,"frozenset(['GI_13376532-S', 'GI_12232430-S', 'GI_13787194-S'])",frozenset(['GI_14042952-S']),0.0795454545455,0.928571428571,9.07936507937
4,"frozenset(['GI_13376532-S', 'GI_12232430-S', 'GI_14042952-S'])",frozenset(['GI_13787194-S']),0.0795454545455,0.928571428571,9.07936507937
5,"frozenset(['GI_13376532-S', 'GI_13787194-S', 'GI_14042952-S'])",frozenset(['GI_12232430-S']),0.0738636363636,1.0,9.77777777778
6,"frozenset(['GI_12232430-S', 'GI_13787194-S', 'GI_14042952-S'])",frozenset(['GI_13376532-S']),0.0738636363636,1.0,9.77777777778
7,"frozenset(['GI_13376532-S', 'GI_12232430-S'])","frozenset(['GI_13787194-S', 'GI_14042952-S'])",0.0852272727273,0.866666666667,11.7333333333
8,"frozenset(['GI_13376532-S', 'GI_13787194-S'])","frozenset(['GI_12232430-S', 'GI_14042952-S'])",0.0852272727273,0.866666666667,10.8952380952
9,"frozenset(['GI_13376532-S', 'GI_14042952-S'])","frozenset(['GI_12232430-S', 'GI_13787194-S'])",0.0795454545455,0.928571428571,10.8952380952
10,"frozenset(['GI_12232430-S', 'GI_13787194-S'])","frozenset(['GI_13376532-S', 'GI_14042952-S'])",0.0852272727273,0.866666666667,10.8952380952
11,"frozenset(['GI_12232430-S', 'GI_14042952-S'])","frozenset(['GI_13376532-S', 'GI_13787194-S'])",0.0795454545455,0.928571428571,10.8952380952
12,"frozenset(['GI_13787194-S', 'GI_14042952-S'])","frozenset(['GI_13376532-S', 'GI_12232430-S'])",0.0738636363636,1.0,11.7333333333
13,"frozenset(['GI_14211842-S', 'GI_15011917-S', 'GI_14589955-S'])",frozenset(['GI_16753216-A']),0.0795454545455,0.928571428571,9.07936507937
14,"frozenset(['GI_14211842-S', 'GI_15011917-S', 'GI_16753216-A'])",frozenset(['GI_14589955-S']),0.0738636363636,1.0,9.77777777778
15,"frozenset(['GI_14211842-S', 'GI_14589955-S', 'GI_16753216-A'])",frozenset(['GI_15011917-S']),0.0795454545455,0.928571428571,9.07936507937
16,"frozenset(['GI_15011917-S', 'GI_14589955-S', 'GI_16753216-A'])",frozenset(['GI_14211842-S']),0.0795454545455,0.928571428571,9.07936507937
17,"frozenset(['GI_14211842-S', 'GI_15011917-S'])","frozenset(['GI_14589955-S', 'GI_16753216-A'])",0.0852272727273,0.866666666667,10.1688888889
18,"frozenset(['GI_14211842-S', 'GI_14589955-S'])","frozenset(['GI_15011917-S', 'GI_16753216-A'])",0.0909090909091,0.8125,10.2142857143
