GI_15451788-S,GI_14150188-S,GI_19923886-S,GI_13236552-S,GI_20070338-A,GI_18105059-I,GI_21269863-S,GI_19718798-A,GI_17986267-A,GI_15022800-A,GI_20127459-S,GI_19923159-S,GI_19923535-S,GI_13489098-S,GI_20127571-S,GI_20070184-S,GI_17402874-I,GI_20357536-I,GI_18641378-S,GI_14165257-S,GI_15967158-A,GI_13470091-S,GI_19311007-A,GI_14602451-S,GI_17149847-S,GI_18548545-S,GI_20149519-S,GI_17017986-S,GI_11141886-S,GI_19923854-S,GI_14249499-S,GI_14249537-S,GI_21040319-A,GI_19882236-S,GI_18379338-S,GI_16306579-S,GI_12597630-S,GI_19913444-S,GI_16554567-A,GI_20977540-S,GI_18491013-A,GI_13129067-S,GI_20336751-I,GI_13325059-S,GI_18104977-S,GI_16506819-S,GI_13435144-S,GI_11321592-S,GI_15451913-S,GI_16753217-S,GI_14149858-S,GI_20143974-S,GI_19743853-A,GI_14591906-S,GI_11056009-S,GI_17105397-I,GI_12232430-S,GI_12545386-S,GI_12963480-S,GI_14670363-I,GI_21264336-S,GI_17921994-S,GI_20357594-S,GI_20127465-S,GI_13384601-S,GI_10835070-S,GI_13027654-A,GI_14249569-S,GI_13375737-S,GI_13899240-S,GI_11038640-A,GI_13654273-S,GI_10835186-S,GI_14149711-S,GI_20302037-S,GI_14249449-S,GI_14165455-A,GI_16418350-S,GI_20357598-I,GI_19263344-S,GI_17105402-A,GI_13787214-I,GI_19923361-S,GI_14149901-S,GI_14249161-S,GI_16554595-A,GI_19923334-S,GI_19923478-S,GI_13259500-A,GI_21264595-A,GI_20357531-S,GI_13376477-S,GI_18375674-I,GI_21264573-S,GI_13899314-S,GI_10835229-S,GI_15812197-S,GI_17149850-S,GI_20070108-I,GI_20149303-S
0.33796855285269717,0.41170975658679432,0.42567863323548383,0.59956971888867339,0.38179594520929011,0.34775360124112942,0.44279892115376923,0.3357925515930904,0.37338027057010087,0.33483189636058752,0.3401498145481226,0.44079149470657486,0.41950123821606794,0.32790123109398739,0.3234705820322582,0.32700361153822327,0.35437070318688996,0.47053065310003034,0.38356230423929821,0.3924565055489484,0.31710153452449419,0.3907657095615093,0.50525148127176633,0.36343042758044192,0.38761195296196338,0.41928560000012549,0.33248646316768826,0.34148847605770649,0.34904814677184265,0.33209774591358043,0.36235968437304067,0.9132592740938198,0.43160688224071692,0.3838089174818855,0.51236038415993168,0.40313092763618069,0.36614301293857843,0.34543482732168557,0.34266254296683507,0.40854288766601626,0.34989465685892535,0.32420049883099683,0.41617826227103577,0.38640547987969703,0.33441290044428984,0.3577258002382584,0.37443408140086515,0.41417830731972921,0.52234615948307395,0.34428707501905886,0.40646662577171627,0.37524994557913427,0.36693973842061889,0.42347520753334961,0.38462009669448338,0.317986608133006,0.38430176871760008,0.49119694742688796,0.38798739612467253,0.44312532623258616,0.32344632207681934,0.37042642362764228,0.4224569670001701,0.3418140248810691,0.40139235419321578,0.35846766061440755,0.33152490111674199,0.31945584939314492,0.58123135630713896,0.3155808777051653,0.32571397747744668,0.35880057153701322,0.32522589365351778,0.56605118495298312,0.42554285427004707,0.52782065191890282,0.43060948268113208,0.37043437527780831,0.31891348358146199,0.35182097288870634,0.38729772638626425,0.36402343406010984,0.411132581202511,0.36232738441272111,0.34057662203705824,0.64611798689648114,0.45259592552281447,0.32983907544249541,0.45554899248814634,0.56385835175315113,0.63755855098714032,0.41591488173971014,0.52967002975480104,0.42807510295427398,0.74672313954973091,0.79144677398008167,0.36607486048037202,0.31675722210380852,0.32177038609587227,0.34100776564856433
