,antecedants,consequents,support,confidence,lift
0,frozenset(['GI_14211842-S']),frozenset(['GI_14589955-S']),0.102272727273,0.888888888889,8.69135802469
1,frozenset(['GI_14589955-S']),frozenset(['GI_14211842-S']),0.102272727273,0.888888888889,8.69135802469
2,frozenset(['GI_14916472-S']),frozenset(['GI_14249467-I']),0.102272727273,0.888888888889,8.69135802469
3,frozenset(['GI_14249467-I']),frozenset(['GI_14916472-S']),0.102272727273,0.888888888889,8.69135802469
4,frozenset(['GI_13787194-S']),frozenset(['GI_14165460-I']),0.102272727273,0.888888888889,8.69135802469
5,frozenset(['GI_14165460-I']),frozenset(['GI_13787194-S']),0.102272727273,0.888888888889,8.69135802469
6,frozenset(['GI_13376672-S']),frozenset(['GI_10800147-S']),0.102272727273,0.888888888889,8.69135802469
7,frozenset(['GI_10800147-S']),frozenset(['GI_13376672-S']),0.102272727273,0.888888888889,8.69135802469
8,frozenset(['GI_10864030-S']),frozenset(['GI_14249467-I']),0.102272727273,0.888888888889,8.69135802469
9,frozenset(['GI_14249467-I']),frozenset(['GI_10864030-S']),0.102272727273,0.888888888889,8.69135802469
