,antecedants,consequents,support,confidence,lift
0,"frozenset(['GI_10864030-S', 'GI_14916472-S'])",frozenset(['GI_13376746-S']),0.0744680851064,0.928571428571,9.69841269841
1,"frozenset(['GI_14916472-S', 'GI_13376746-S'])",frozenset(['GI_10864030-S']),0.0744680851064,0.928571428571,9.69841269841
2,"frozenset(['GI_12597630-S', 'GI_12232456-S'])",frozenset(['GI_14042952-S']),0.0691489361702,0.923076923077,9.64102564103
3,"frozenset(['GI_12597630-S', 'GI_14042952-S'])",frozenset(['GI_12232456-S']),0.0691489361702,0.923076923077,9.64102564103
4,"frozenset(['GI_14249309-S', 'GI_14600335-S', 'GI_10864030-S', 'GI_14249467-I'])",frozenset(['GI_13376746-S']),0.063829787234,1.0,10.4444444444
5,"frozenset(['GI_14249309-S', 'GI_13376746-S', 'GI_14600335-S', 'GI_14249467-I'])",frozenset(['GI_10864030-S']),0.063829787234,1.0,10.4444444444
6,"frozenset(['GI_14249309-S', 'GI_13376746-S', 'GI_10864030-S', 'GI_14249467-I'])",frozenset(['GI_14600335-S']),0.063829787234,1.0,10.4444444444
7,"frozenset(['GI_14249309-S', 'GI_14600335-S', 'GI_10864030-S', 'GI_13376746-S'])",frozenset(['GI_14249467-I']),0.063829787234,1.0,10.4444444444
8,"frozenset(['GI_13376746-S', 'GI_14600335-S', 'GI_10864030-S', 'GI_14249467-I'])",frozenset(['GI_14249309-S']),0.0691489361702,0.923076923077,9.64102564103
9,"frozenset(['GI_14249309-S', 'GI_14600335-S', 'GI_14249467-I'])","frozenset(['GI_10864030-S', 'GI_13376746-S'])",0.063829787234,1.0,12.5333333333
10,"frozenset(['GI_14249309-S', 'GI_10864030-S', 'GI_14249467-I'])","frozenset(['GI_14600335-S', 'GI_13376746-S'])",0.0691489361702,0.923076923077,13.349112426
11,"frozenset(['GI_14249309-S', 'GI_13376746-S', 'GI_14249467-I'])","frozenset(['GI_14600335-S', 'GI_10864030-S'])",0.063829787234,1.0,13.4285714286
12,"frozenset(['GI_14249309-S', 'GI_14600335-S', 'GI_10864030-S'])","frozenset(['GI_13376746-S', 'GI_14249467-I'])",0.0691489361702,0.923076923077,11.5692307692
13,"frozenset(['GI_14249309-S', 'GI_14600335-S', 'GI_13376746-S'])","frozenset(['GI_10864030-S', 'GI_14249467-I'])",0.063829787234,1.0,12.5333333333
14,"frozenset(['GI_14249309-S', 'GI_10864030-S', 'GI_13376746-S'])","frozenset(['GI_14600335-S', 'GI_14249467-I'])",0.063829787234,1.0,14.4615384615
15,"frozenset(['GI_14600335-S', 'GI_10864030-S', 'GI_14249467-I'])","frozenset(['GI_14249309-S', 'GI_13376746-S'])",0.0691489361702,0.923076923077,13.349112426
16,"frozenset(['GI_13376746-S', 'GI_14600335-S', 'GI_14249467-I'])","frozenset(['GI_14249309-S', 'GI_10864030-S'])",0.0691489361702,0.923076923077,12.3956043956
17,"frozenset(['GI_14600335-S', 'GI_10864030-S', 'GI_13376746-S'])","frozenset(['GI_14249309-S', 'GI_14249467-I'])",0.0691489361702,0.923076923077,13.349112426
